模型,Healthy coral AP@0.5/%,Bleached coral AP@0.5/%,Dead coral AP@0.5/%,GFLOPS,FPS,mAP@0.5/%,mAP@0.5-0.95/%,Precision/%,Recall/%,Params/M
YOLOv11n-CBGS-Light-epoch150,74.9,73.9,84.5,12.1,71.8,77.8,46.6,82.8,71.8,3.0
